Province,District,Candidate,Residence,Occupation,Number of Votes,Number of Votes Percent,Number Majority,Majority Percent
"Quebec/Québec","Abitibi--Témiscamingue","Dennis Shushack N.D.P./N.P.D.","Rouyn-Noranda, QC/Qué.","Industrial Mechanic/Mécanicien industriel",1472,3.39,,
"Quebec/Québec","Abitibi--Témiscamingue","Patrick Rancourt Green Party/Parti Vert","Rouyn-Noranda, QC/Qué.","Father/Père de famille",1037,2.39,,
"Quebec/Québec","Ahuntsic","Eleni Bakopanos ** Liberal/Libéral","Montréal, QC/Qué.","Parliamentarian/Parlementaire",21234,43.76,      1214,   2.5
"Quebec/Québec","Ahuntsic","Maria Mourani Bloc Québécois/Bloc Québécois","Saint-Laurent, QC/Qué.","Rehabilitation Counsellor/Conseillère en réadaptation ",20020,41.25,,
"Quebec/Québec","Ahuntsic","Annick Bergeron N.D.P./N.P.D.","Montréal, QC/Qué.","Lawyer/Avocate",3013,6.21,,
"Quebec/Québec","Ahuntsic","Jean E. Fortier Conservative/conservateur","Ottawa, Ont/Ont.","Economic Development Advisor/Conseiller en développement économique",2544,5.24,,
"Quebec/Québec","Ahuntsic","Lynette Tremblay Green Party/Parti Vert","Montréal, QC/Qué.","Self-employed /Travailleuse autonome",1301,2.68,,
"Quebec/Québec","Ahuntsic","F.X. De Longchamp Marijuana Party/Parti Marijuana","Boucherville, QC/Qué.","Student/Étudiant",314,.65,,
"Quebec/Québec","Ahuntsic","Marsha Fine Marxist-Leninist/Marxiste-Léniniste","Gatineau, QC/Qué.","Computer Technician/Technicienne en informatique",102,.21,,
"Quebec/Québec","Alfred-Pellan","Robert Carrier Bloc Québécois/Bloc Québécois","Laval, QC/Qué.","Engineer/Ingénieur",26239,49.2,      5123,   9.6
"Quebec/Québec","Alfred-Pellan","Carole-Marie Allard ** Liberal/Libéral","Laval, QC/Qué.","Lawyer/Avocate",21116,39.59,,
"Quebec/Québec","Alfred-Pellan","Rosane Raymond Conservative/conservateur","Laval, QC/Qué.","Teacher/Enseignante",2703,5.07,,
"Quebec/Québec","Alfred-Pellan","Benjamin Le Bel N.D.P./N.P.D.","Laval, QC/Qué.","Community Development Officer/Agent de développement communautaire",1849,3.47,,
"Quebec/Québec","Alfred-Pellan","Louis-Philippe Verenka Green Party/Parti Vert","Laval, QC/Qué.","Student/Étudiant",1132,2.12,,
"Quebec/Québec","Alfred-Pellan","Yves Desbois Independent/Indépendant","Laval, QC/Qué.","Locksmith/Security Consultant/Serrurier/conseiller en sécurité",204,.38,,
"Quebec/Québec","Alfred-Pellan","Régent Millette Independent/Indépendant","Laval, QC/Qué.","Retired/Retraité",89,.17,,
"Quebec/Québec","Argenteuil--Mirabel","Mario Laframboise ** Bloc Québécois/Bloc Québécois","Notre-Dame-de-la-Paix, QC/Qué.","Notary/Notaire",28228,57.4,     15014,  30.5
"Quebec/Québec","Argenteuil--Mirabel","Yves Sabourin Liberal/Libéral","Lachute, QC/Qué.","Notary/Notaire",13214,26.87,,
"Quebec/Québec","Argenteuil--Mirabel","David H. McArthur Conservative/conservateur","Hudson Heights, QC/Qué.","Vice-President/Vice-président",3460,7.04,,
"Quebec/Québec","Argenteuil--Mirabel","Claude Sabourin Green Party/Parti Vert","Lachute, QC/Qué.","Salesperson/Vendeur",2510,5.1,,
"Quebec/Québec","Argenteuil--Mirabel","Elisabeth Clark N.D.P./N.P.D.","Montréal, QC/Qué.","Research Ethics Officer/Agente d'éthique de la recherche",1493,3.04,,
"Quebec/Québec","Argenteuil--Mirabel","Laurent Filion Christian Heritage Party/Parti de l'Héritage Chrétien","Duhamel, QC/Qué.","General Contractor/Entrepreneur général",202,.41,,
"Quebec/Québec","Argenteuil--Mirabel","Michael O'Grady Marxist-Leninist/Marxiste-Léniniste","Saint-André-Avellin, QC/Qué.","Student/Étudiant",69,.14,,
"Quebec/Québec","Beauce","Claude Drouin ** Liberal/Libéral","Saint-Georges, QC/Qué.","Parliamentarian/Parlementaire",19592,41.38,      2424,   5.1
"Quebec/Québec","Beauce","Jean-François Barbe Bloc Québécois/Bloc Québécois","Saint-Georges, QC/Qué.","Secretary General/Secrétaire général",17168,36.26,,
"Quebec/Québec","Beauce","Alain Guay Conservative/conservateur","Sainte-Marie, QC/Qué.","Transport Driver/Routier",8091,17.09,,
"Quebec/Québec","Beauce","Philippe Giguère N.D.P./N.P.D.","Sainte-Hénédine, QC/Qué.","Student/Étudiant",1443,3.05,,
"Quebec/Québec","Beauce","Michel Binette Green Party/Parti Vert","Québec, QC/Qué.","Teacher/Enseignant",1054,2.23,,
"Quebec/Québec","Beauharnois--Salaberry","Alain Boire Bloc Québécois/Bloc Québécois","Napierville, QC/Qué.","Electronics Technician/Technicien en électronique",26775,50.67,      8482,  16.1
"Quebec/Québec","Beauharnois--Salaberry","Serge Marcil ** Liberal/Libéral","Saint-Anicet, QC/Qué.","Administrator/Administrateur",18293,34.62,,
"Quebec/Québec","Beauharnois--Salaberry","Dominique Bellemare Conservative/conservateur","Beauharnois, QC/Qué.","Lawyer/Avocat",4864,9.2,,
"Quebec/Québec","Beauharnois--Salaberry","Rémi Pelletier Green Party/Parti Vert","Maple Grove, QC/Qué.","Student/Étudiant",1415,2.68,,
"Quebec/Québec","Beauharnois--Salaberry","Ligy Alakkattussery N.D.P./N.P.D.","Montréal, QC/Qué.","Computer Graphics Technician/Infographiste",1018,1.93,,
"Quebec/Québec","Beauharnois--Salaberry","Félix Malboeuf Marijuana Party/Parti Marijuana","Valleyfield, QC/Qué.","Computer Graphics Technician/Infographiste",480,.91,,
"Quebec/Québec","Beauport","Christian Simard Bloc Québécois/Bloc Québécois","Québec, QC/Qué.","Association Director/Directeur d'association",22989,49.65,     11123,  24.0
"Quebec/Québec","Beauport","Dennis Dawson Liberal/Libéral","Sainte-Foy, QC/Qué.","Consultant/Consultant",11866,25.63,,
"Quebec/Québec","Beauport","Stephan Asselin Conservative/conservateur","Beauport, QC/Qué.","Cabinetmaker/Ébéniste",7388,15.96,,
"Quebec/Québec","Beauport","Xavier Trégan N.D.P./N.P.D.","Loretteville, QC/Qué.","Research Assistant/Assistant de recherche",1896,4.09,,
"Quebec/Québec","Beauport","Jeannine T. Desharnais Green Party/Parti Vert","Charlesbourg, QC/Qué.","Retired/Retraitée",1577,3.41,,
"Quebec/Québec","Beauport","Nicolas Frichot Marijuana Party/Parti Marijuana","Québec, QC/Qué.","Visual Artist/Artiste en arts visuels",585,1.26,,
"Quebec/Québec","Berthier--Maskinongé","Guy André Bloc Québécois/Bloc Québécois","Pointe-du-Lac, QC/Qué.","Social Worker/Travailleur social",29432,59.9,     18234,  37.1
"Quebec/Québec","Berthier--Maskinongé","Laurier Thibault Liberal/Libéral","Trois-Rivières-Ouest, QC/Qué.","Administrator/Administrateur ",11198,22.79,,
"Quebec/Québec","Berthier--Maskinongé","Ann Julie Fortier Conservative/conservateur","Montréal, QC/Qué.","Communications Consultant/Conseillère en communications",5535,11.27,,
"Quebec/Québec","Berthier--Maskinongé","Denis McKinnon N.D.P./N.P.D.","Louiseville, QC/Qué.","CDC Coordinator/Coordonnateur d'une CDC",1653,3.36,,
"Quebec/Québec","Berthier--Maskinongé","Eric Labrecque Green Party/Parti Vert","Saint-Étienne-des-Grès, QC/Qué.","Computer Support Technician/Technicien en soutien informatique",1314,2.67,,
"Quebec/Québec","Bourassa","Denis Coderre ** Liberal/Libéral","Montréal-Nord, QC/Qué.","Parliamentarian/Parlementaire",20927,50.03,      5133,  12.3
"Quebec/Québec","Bourassa","Doris Provencher Bloc Québécois/Bloc Québécois","Montréal-Nord, QC/Qué.","Product Quality Auditor/Vérificatrice de la qualité de produit",15794,37.76,,
"Quebec/Québec","Bourassa","Frédéric Grenier Conservative/conservateur","Boucherville, QC/Qué.","Political Scientist/Politicologue",2226,5.32,,
"Quebec/Québec","Bourassa","Stefano Saykaly N.D.P./N.P.D.","Saint-Léonard, QC/Qué.","Doctor/Médecin",1661,3.97,,
"Quebec/Québec","Bourassa","Noémi Lopinto Green Party/Parti Vert","Montréal, QC/Qué.","Journalist/Journaliste",660,1.58,,
"Quebec/Québec","Bourassa","Philippe Gauvin Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Clerk/Commis",403,.96,,
"Quebec/Québec","Bourassa","Geneviève Royer Marxist-Leninist/Marxiste-Léniniste","Montréal, QC/Qué.","Teacher/Enseignante",154,.37,,
"Quebec/Québec","Brome--Missisquoi","Denis Paradis ** Liberal/Libéral","Saint-Armand, QC/Qué.","Lawyer/Avocat",18609,42.08,      1072,   2.4
"Quebec/Québec","Brome--Missisquoi","Christian Ouellet Bloc Québécois/Bloc Québécois","Lac-Brome, QC/Qué.","Architect/Architecte",17537,39.66,,
"Quebec/Québec","Brome--Missisquoi","Peter Stastny Conservative/conservateur","Brome, QC/Qué.","Business Person/Homme d'affaires",4888,11.05,,
"Quebec/Québec","Brome--Missisquoi","Louise Martineau Green Party/Parti Vert","Bromont, QC/Qué.","Student/Étudiante",2011,4.55,,
"Quebec/Québec","Brome--Missisquoi","Piper Huggins N.D.P./N.P.D.","Montréal, QC/Qué.","Business Person/Entrepreneure",1177,2.66,,
"Quebec/Québec","Brossard--La Prairie","Jacques Saada ** Liberal/Libéral","Saint-Lambert, QC/Qué.","Parliamentarian/Parlementaire",24155,45.9,      2559,   4.9
"Quebec/Québec","Brossard--La Prairie","Marcel Lussier Bloc Québécois/Bloc Québécois","Brossard, QC/Qué.","Engineer/Ingénieur",21596,41.04,,
"Quebec/Québec","Brossard--La Prairie","Robert Nicolas Conservative/conservateur","Brossard, QC/Qué.","Computer Consultant/Conseiller en informatique",3107,5.9,,
"Quebec/Québec","Brossard--La Prairie","Nadia Alexan N.D.P./N.P.D.","Montréal, QC/Qué.","Professor (Retired)/Professeure (retraitée)",2321,4.41,,
"Quebec/Québec","Brossard--La Prairie","Cécile Bissonnette Green Party/Parti Vert","Montréal, QC/Qué.","Accountant (Retired)/Comptable (retraitée)",1340,2.55,,
"Quebec/Québec","Brossard--La Prairie","Yves Le Seigle Marxist-Leninist/Marxiste-Léniniste","Montréal, QC/Qué.","Student/Étudiant",109,.21,,
"Quebec/Québec","Chambly--Borduas","Yves Lessard Bloc Québécois/Bloc Québécois","Saint-Basile-le-Grand, QC/Qué.","Staff Relations Advisor/Conseiller en relations de travail",33945,60.85,     21251,  38.1
"Quebec/Québec","Chambly--Borduas","Sophie Joncas Liberal/Libéral","Saint-Hubert, QC/Qué.","Chartered Accountant/Comptable agréée",12694,22.75,,
"Quebec/Québec","Chambly--Borduas","Lucien Richard Conservative/conservateur","Saint-Lambert, QC/Qué.","Vice-President, Development/Vice-président, développement",4219,7.56,,
"Quebec/Québec","Chambly--Borduas","Daniel Blouin N.D.P./N.P.D.","Saint-Jean-Baptiste, QC/Qué.","Computer Specialist/Informaticien",2681,4.81,,
"Quebec/Québec","Chambly--Borduas","Benoit Lapointe Green Party/Parti Vert","Rougemont, QC/Qué.","Student/Étudiant",2248,4.03,,
"Quebec/Québec","Charlesbourg","Richard Marceau ** Bloc Québécois/Bloc Québécois","Charlesbourg, QC/Qué.","Lawyer/Avocat",23886,51.6,     11975,  25.9
"Quebec/Québec","Charlesbourg","Jean-Marie Laliberté Liberal/Libéral","Charlesbourg, QC/Qué.","Retired/Retraité",11911,25.73,,
"Quebec/Québec","Charlesbourg","Bertrand Proulx Conservative/conservateur","Charlesbourg, QC/Qué.","Business Person/Homme d'affaires",7306,15.78,,
"Quebec/Québec","Charlesbourg","François Villeneuve N.D.P./N.P.D.","Toronto, Ont/Ont.","Student/Étudiant",1623,3.51,,
"Quebec/Québec","Charlesbourg","Marilou Moisan-Domm Green Party/Parti Vert","Charlesbourg, QC/Qué.","Student/Étudiante",1188,2.57,,
"Quebec/Québec","Charlesbourg","Benjamin Kasapoglu Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Client Service Advisor/Conseiller à la clientèle",376,.81,,
"Quebec/Québec","Charlevoix--Montmorency","Michel Guimond ** Bloc Québécois/Bloc Québécois","Boischatel, QC/Qué.","Parliamentarian/Parlementaire",25451,60.91,     16853,  40.3
"Quebec/Québec","Charlevoix--Montmorency","Lisette Lepage Liberal/Libéral","Beauport, QC/Qué.","Municipal Councillor/Conseillère municipale",8598,20.58,,
"Quebec/Québec","Charlevoix--Montmorency","Guy-Léonard Tremblay Conservative/conservateur","Château-Richer, QC/Qué.","Information Officer/Agent d'information",5259,12.59,,
"Quebec/Québec","Charlevoix--Montmorency","Yves Jourdain Green Party/Parti Vert","Sacré-Coeur, QC/Qué.","Sailor/Marin",1422,3.4,,
"Quebec/Québec","Charlevoix--Montmorency","Steeve Hudon N.D.P./N.P.D.","Charlesbourg, QC/Qué.","Student/Étudiant",1055,2.52,,
"Quebec/Québec","Châteauguay--Saint-Constant","Denise Poirier-Rivard Bloc Québécois/Bloc Québécois","Saint-Isidore, QC/Qué.","Farmer/Agricultrice",29337,57.28,     13953,  27.2
"Quebec/Québec","Châteauguay--Saint-Constant","Robert Lanctôt ** Liberal/Libéral","Delson, QC/Qué.","Lawyer/Member of Parliament/Avocat/député",15384,30.04,,
"Quebec/Québec","Châteauguay--Saint-Constant","Rosaire Turcot Conservative/conservateur","Saint-Isidore, QC/Qué.","Remedial Teacher/Orthopédagogue",2902,5.67,,
"Quebec/Québec","Châteauguay--Saint-Constant","Marc-André Gadoury Green Party/Parti Vert","Montréal, QC/Qué.","Student/Étudiant",1889,3.69,,
"Quebec/Québec","Châteauguay--Saint-Constant","Mélanie Archambault N.D.P./N.P.D.","Montréal, QC/Qué.","Student/Étudiante",1704,3.33,,
"Quebec/Québec","Chicoutimi--Le Fjord","Robert Bouchard Bloc Québécois/Bloc Québécois","Chicoutimi, QC/Qué.","Retired/Retraité",20650,45.33,       863,   1.9
"Quebec/Québec","Chicoutimi--Le Fjord","André Harvey ** Liberal/Libéral","Chicoutimi, QC/Qué.","Parliamentarian/Parlementaire",19787,43.43,,
"Quebec/Québec","Chicoutimi--Le Fjord","Alcide Boudreault Conservative/conservateur","La Baie, QC/Qué.","Financial Consultant/Conseiller financier",2385,5.23,,
"Quebec/Québec","Chicoutimi--Le Fjord","Éric Dubois N.D.P./N.P.D.","Chicoutimi, QC/Qué.","Community Organizer/Organisateur communautaire",1699,3.73,,
"Quebec/Québec","Chicoutimi--Le Fjord","Paul Tremblay Green Party/Parti Vert","Saint-Fulgence, QC/Qué.","Development Officer/Agent de développement",1038,2.28,,
"Quebec/Québec","Compton--Stanstead","France Bonsant Bloc Québécois/Bloc Québécois","Ascot, QC/Qué.","Assistant Detail Engineer/Adjointe, ingénierie détaillée ",20450,46.7,      4698,  10.7
"Quebec/Québec","Compton--Stanstead","David Price ** Liberal/Libéral","Lennoxville, QC/Qué.","Electrical Contractor/Entrepreneur électricien",15752,35.97,,
"Quebec/Québec","Compton--Stanstead","Gary Caldwell Conservative/conservateur","Martinville, QC/Qué.","Business Manager/Chef d'entreprise",4589,10.48,,
"Quebec/Québec","Compton--Stanstead","Laurier Busque Green Party/Parti Vert","Kingsbury, QC/Qué.","Teacher (Retired)/Enseignant (retraité)",1546,3.53,,
"Quebec/Québec","Compton--Stanstead","Martin Baller N.D.P./N.P.D.","Asbestos, QC/Qué.","Radio Host (Self-employed)/Animateur de radio (travailleur autonome)",1451,3.31,,
"Quebec/Québec","Drummond","Pauline Picard ** Bloc Québécois/Bloc Québécois","Drummondville, QC/Qué.","Parliamentarian/Parlementaire",23670,56.29,     14079,  33.5
"Quebec/Québec","Drummond","Roger Gougeon Liberal/Libéral","Drummondville, QC/Qué.","Professor/Professeur",9591,22.81,,
"Quebec/Québec","Drummond","Lyne Boisvert Conservative/conservateur","Notre-Dame-du-Bon-Conseil, QC/Qué.","Certified General Accountant/Comptable générale licenciée",7123,16.94,,
"Quebec/Québec","Drummond","Louis Lacroix Green Party/Parti Vert","Sainte-Clothilde-de-Horton, QC/Qué.","Agricultural Technician/Technicien agricole",921,2.19,,
"Quebec/Québec","Drummond","Blake Evans N.D.P./N.P.D.","Montréal, QC/Qué.","Student/Étudiant",745,1.77,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Raynald Blais Bloc Québécois/Bloc Québécois","Gatineau, QC/Qué.","Political Assistant/Attaché politique",21446,55.67,      8867,  23.0
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Georges Farrah ** Liberal/Libéral","Québec, QC/Qué.","Parliamentarian/Parlementaire",12579,32.65,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Guy De Coste Conservative/conservateur","Gaspé, QC/Qué.","Lawyer/Avocat",2636,6.84,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Bob Eichenberger Green Party/Parti Vert","Maria, QC/Qué.","Forestry Worker/Travailleur forestier",1060,2.75,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Philip Toone N.D.P./N.P.D.","Maria, QC/Qué.","Student/Étudiant",805,2.09,,
"Quebec/Québec","Gatineau","Françoise Boivin Liberal/Libéral","Gatineau, QC/Qué.","Lawyer/Avocate",19198,42.09,       830,   1.8
"Quebec/Québec","Gatineau","Richard Nadeau Bloc Québécois/Bloc Québécois","Gatineau, QC/Qué.","Teacher/Enseignant",18368,40.27,,
"Quebec/Québec","Gatineau","Gérald Nicolas Conservative/conservateur","Gatineau, QC/Qué.","Public Servant/Fonctionnaire",3461,7.59,,
"Quebec/Québec","Gatineau","Dominique Vaillancourt N.D.P./N.P.D.","Ottawa, Ont/Ont.","Translator/Traductrice",2610,5.72,,
"Quebec/Québec","Gatineau","Brian Gibb Green Party/Parti Vert","Gatineau, QC/Qué.","Teacher/Enseignant",1402,3.07,,
"Quebec/Québec","Gatineau","Stephane Salko Marijuana Party/Parti Marijuana","Gatineau, QC/Qué.","Retailer/Gardener/Détaillant/jardinier",453,.99,,
"Quebec/Québec","Gatineau","Gabriel Girard-Bernier Marxist-Leninist/Marxiste-Léniniste","Gatineau, QC/Qué.","Student/Étudiant",125,.27,,
"Quebec/Québec","Hochelaga","Réal Ménard ** Bloc Québécois/Bloc Québécois","Montréal, QC/Qué.","Political Scientist/Politicologue",27476,60.12,     15764,  34.5
"Quebec/Québec","Hochelaga","Benoit Bouvier Liberal/Libéral","Mirabel, QC/Qué.","Airport Coordinator/Coordonnateur aux aéroports",11712,25.63,,
"Quebec/Québec","Hochelaga","David Gagnon N.D.P./N.P.D.","Montréal, QC/Qué.","Development Animation Agent/Agent d'animation pastorale",2510,5.49,,
"Quebec/Québec","Hochelaga","Mario Bernier Conservative/conservateur","Montréal, QC/Qué.","Business Person/Homme d'affaires",1856,4.06,,
"Quebec/Québec","Hochelaga","Rolf Bramann Green Party/Parti Vert","Montréal, QC/Qué.","Freight Forwarder/Transitaire",1361,2.98,,
"Quebec/Québec","Hochelaga","Antoine Théorêt-Poupart Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Student/Étudiant",482,1.05,,
"Quebec/Québec","Hochelaga","Pierre Bibeau Communist/Communiste","Montréal, QC/Qué.","Benefits Clerk/Préposé aux bénéficiaires",190,.42,,
"Quebec/Québec","Hochelaga","Christine Dandenault Marxist-Leninist/Marxiste-Léniniste","Montréal, QC/Qué.","Executive Secretary/Secrétaire exécutive",112,.25,,
"Quebec/Québec","Honoré-Mercier","Pablo Rodriguez Liberal/Libéral","Montréal, QC/Qué.","Consultant/Consultant",22223,46.1,      2762,   5.7
"Quebec/Québec","Honoré-Mercier","Éric St-Hilaire Bloc Québécois/Bloc Québécois","Montréal, QC/Qué.","Bus Driver/Student/Chauffeur d'autobus/étudiant",19461,40.37,,
"Quebec/Québec","Honoré-Mercier","Gianni Chiazzese Conservative/conservateur","Montréal, QC/Qué.","Paralegal/Parajuriste",2902,6.02,,
"Quebec/Québec","Honoré-Mercier","François Pilon N.D.P./N.P.D.","Montréal, QC/Qué.","Municipal Employee/Fonctionnaire municipal",1973,4.09,,
"Quebec/Québec","Honoré-Mercier","Richard Lahaie Green Party/Parti Vert","Montréal, QC/Qué.","Social Communicator/Communicateur social",852,1.77,,
"Quebec/Québec","Honoré-Mercier","Steve Boudrias Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Call Centre Supervisor/Superviseur de centre d'appels",626,1.3,,
"Quebec/Québec","Honoré-Mercier","Hélène Héroux Marxist-Leninist/Marxiste-Léniniste","Montréal, QC/Qué.","Cashier/Caissière",164,.34,,
"Quebec/Québec","Hull--Aylmer","Marcel Proulx ** Liberal/Libéral","Gatineau, QC/Qué.","Parliamentarian/Parlementaire",20135,41.87,      4509,   9.4
"Quebec/Québec","Hull--Aylmer","Alain Charette Bloc Québécois/Bloc Québécois","Gatineau, QC/Qué.","Teacher/Enseignant",15626,32.49,,
"Quebec/Québec","Hull--Aylmer","Pierre Laliberté N.D.P./N.P.D.","Gatineau, QC/Qué.","Economist/Économiste",5709,11.87,,
"Quebec/Québec","Hull--Aylmer","Pierrette Bellefeuille Conservative/conservateur","Gatineau, QC/Qué.","Administrative Assistant/Adjointe administrative",3963,8.24,,
"Quebec/Québec","Hull--Aylmer","Gail Walker Green Party/Parti Vert","Gatineau, QC/Qué.","Representative/Représentante",2561,5.33,,
