Province,Electoral District/Circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"New Brunswick/Nouveau-Brunswick","Saint John","Terry Albright N.D.P./N.P.D.","Saint John, N.B./N.-B.","Nurse/Infirmière",6267,15.64,,
"New Brunswick/Nouveau-Brunswick","Saint John","Vern M. Garnett Green Party/Parti Vert","Saint John, N.B./N.-B.","Community Volunteer/Bénévole en milieu communautaire",858,2.14,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","Mike Allen Conservative/Conservateur","Douglas, N.B./N.-B.","Director, Finance and Administration/Directeur (finances et administration)",15894,43.78,       336,   0.9
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","Andy Savoy ** Liberal/Libéral","Carlingford, N.B./N.-B.","Politician/Parliamentarian/Politicien-Parlementaire",15558,42.86,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","Alice Finnamore N.D.P./N.P.D.","Scotch Settlement, N.B./N.-B.","Psychologist/Psychologue",4172,11.49,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","Robert Bérubé Jr. Green Party/Parti Vert","Grand Falls, N.B./N.-B.","Student/Étudiant",679,1.87,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","Yvon Lévesque ** Bloc Québécois/Bloc Québécois","Val-Senneville, Que./Qc","Parliamentarian/Parlementaire",13928,46.57,      7228,  24.2
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","Armand Caouette Liberal/Libéral","Gatineau, Que./Qc","Businessman/Homme d'affaires",6700,22.4,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","Gilles Gagnon Conservative/Conservateur","Val-d'Or, Que./Qc","Business Developer/Promoteur commercial",6261,20.93,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","Dominique Vaillancourt N.D.P./N.P.D.","Ottawa, Ont.","Administrative Assistant/Adjointe administrative",1810,6.05,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","Pierre M. Denis Green Party/Parti Vert","Montréal, Que./Qc","Webmaster/Webmaster",1210,4.05,,
"Quebec/Québec","Abitibi--Témiscamingue","Marc Lemay ** Bloc Québécois/Bloc Québécois","Rouyn-Noranda, Que./Qc","Lawyer/Avocat",24637,52.34,     14003,  29.7
"Quebec/Québec","Abitibi--Témiscamingue","Marie-Josée Carbonneau Conservative/Conservateur","Amos, Que./Qc","Self-employed Worker/Travailleuse autonome",10634,22.59,,
"Quebec/Québec","Abitibi--Témiscamingue","Charles Lavergne Liberal/Libéral","Rouyn-Noranda, Que./Qc","Financial Security Advisor/Conseiller en sécurité financière",6501,13.81,,
"Quebec/Québec","Abitibi--Témiscamingue","Christine Moore N.D.P./N.P.D.","La Reine, Que./Qc","Unemployed/Sans emploi",4022,8.54,,
"Quebec/Québec","Abitibi--Témiscamingue","Patrick Rancourt Green Party/Parti Vert","Saint-Fabien, Que./Qc","Stay-at-home Father/Père au foyer",1279,2.72,,
"Quebec/Québec","Ahuntsic","Maria Mourani Bloc Québécois/Bloc Québécois","Saint-Laurent, Que./Qc","Rehabilitation Counsellor/Conseillère en réadaptation",19428,38.91,       834,   1.7
"Quebec/Québec","Ahuntsic","Eleni Bakopanos ** Liberal/Libéral","Montréal, Que./Qc","Parliamentarian/Parlementaire",18594,37.24,,
"Quebec/Québec","Ahuntsic","Étienne Morin Conservative/Conservateur","Montréal, Que./Qc","Building Technician/Technicien en bâtiment",6119,12.26,,
"Quebec/Québec","Ahuntsic","Caroline Desrosiers N.D.P./N.P.D.","Montréal, Que./Qc","Student/Étudiante",3948,7.91,,
"Quebec/Québec","Ahuntsic","Lynette Tremblay Green Party/Parti Vert","Montréal, Que./Qc","Self-employed Worker/Travailleuse autonome",1836,3.68,,
"Quebec/Québec","Alfred-Pellan","Robert Carrier ** Bloc Québécois/Bloc Québécois","Laval, Que./Qc","Engineer/Ingénieur",23193,42.97,      8298,  15.4
"Quebec/Québec","Alfred-Pellan","Jean-Claude Gobé Liberal/Libéral","Laval, Que./Qc","Administrator/Administrateur",14895,27.59,,
"Quebec/Québec","Alfred-Pellan","Rosane Raymond Conservative/Conservateur","Laval, Que./Qc","Teacher/Enseignante",10210,18.92,,
"Quebec/Québec","Alfred-Pellan","Martin Leduc N.D.P./N.P.D.","Laval, Que./Qc","Chemist/Chimiste",3838,7.11,,
"Quebec/Québec","Alfred-Pellan","Christian Lajoie Green Party/Parti Vert","Laval, Que./Qc","Philosopher/Philosophe",1842,3.41,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","Mario Laframboise ** Bloc Québécois/Bloc Québécois","Notre-Dame-de-la-Paix, Que./Qc","Parliamentarian/Notary/Parlementaire-Notaire",27855,52.13,     15394,  28.8
"Quebec/Québec","Argenteuil--Papineau--Mirabel","Suzanne Courville Conservative/Conservateur","Mirabel, Que./Qc","Representative/Représentante",12461,23.32,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","François-Hugues Liberge Liberal/Libéral","Laval, Que./Qc","Entrepreneur/Entrepreneur",7171,13.42,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","Alain Senécal N.D.P./N.P.D.","Mirabel, Que./Qc","Telecommunications Technologist/Technologue en télécommunications",3466,6.49,,
"Quebec/Québec","Argenteuil--Papineau--Mirabel","Claude Sabourin Green Party/Parti Vert","Lachute, Que./Qc","Director/Directeur",2480,4.64,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","Louis Plamondon ** Bloc Québécois/Bloc Québécois","Sorel-Tracy, Que./Qc","Parliamentarian/Parlementaire",27742,55.92,     16154,  32.6
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","Marie-Ève Hélie-Lambert Conservative/Conservateur","Saint-Alexis-des-Monts, Que./Qc","Student/Étudiante",11588,23.36,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","Ghislaine Provencher Liberal/Libéral","Saint-Sylvère, Que./Qc","Manager/Gestionnaire",6438,12.98,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","Marie-Claude Roberge Cartier N.D.P./N.P.D.","Saint-Jean-sur-Richelieu, Que./Qc","Commercial Artist/Graphiste",2248,4.53,,
"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour","Louis Lacroix Green Party/Parti Vert","Victoriaville, Que./Qc","Agricultural Technician/Technicien agricole",1595,3.22,,
"Quebec/Québec","Beauce","Maxime Bernier Conservative/Conservateur","Montréal, Que./Qc","Lawyer/Avocat",36915,67.02,     25918,  47.1
"Quebec/Québec","Beauce","Patrice Moore Bloc Québécois/Bloc Québécois","Sainte-Marie, Que./Qc","Journalist/Journaliste",10997,19.97,,
"Quebec/Québec","Beauce","Jacques Lussier Liberal/Libéral","Sainte-Clotilde-de-Beauce, Que./Qc","Professor/Professeur",4364,7.92,,
"Quebec/Québec","Beauce","Cléo Chartier N.D.P./N.P.D.","Montréal, Que./Qc","Travel Agent/Agente de voyages",1405,2.55,,
"Quebec/Québec","Beauce","Jean-Claude Roy Green Party/Parti Vert","Frampton, Que./Qc","Seasonal Worker/Travailleur saisonnier",1397,2.54,,
"Quebec/Québec","Beauharnois--Salaberry","Claude DeBellefeuille Bloc Québécois/Bloc Québécois","Ormstown, Que./Qc","Social Worker/Travailleuse sociale",26190,47.53,     11581,  21.0
"Quebec/Québec","Beauharnois--Salaberry","David Couturier Conservative/Conservateur","Salaberry-de-Valleyfield, Que./Qc","Student/Étudiant",14609,26.51,,
"Quebec/Québec","Beauharnois--Salaberry","John Khawand Liberal/Libéral","Mont-Royal, Que./Qc","Engineer/Ingénieur",8272,15.01,,
"Quebec/Québec","Beauharnois--Salaberry","Cynthia Roy N.D.P./N.P.D.","Valleyfield, Que./Qc","Student/Étudiante",4163,7.56,,
"Quebec/Québec","Beauharnois--Salaberry","David Smith Green Party/Parti Vert","Hemmingford, Que./Qc","Computer Specialist/Informaticien",1864,3.38,,
"Quebec/Québec","Beauport--Limoilou","Sylvie Boucher Conservative/Conservateur","Québec, Que./Qc","Administrator/Administratrice",19409,39.54,       820,   1.7
"Quebec/Québec","Beauport--Limoilou","Christian Simard ** Bloc Québécois/Bloc Québécois","Québec, Que./Qc","Parliamentarian/Parlementaire",18589,37.87,,
"Quebec/Québec","Beauport--Limoilou","Yves Picard Liberal/Libéral","Charlesbourg, Que./Qc","Lawyer/Avocat",4929,10.04,,
"Quebec/Québec","Beauport--Limoilou","Simon-Pierre Beaudet N.D.P./N.P.D.","Québec, Que./Qc","Counsellor/Conseiller",3917,7.98,,
"Quebec/Québec","Beauport--Limoilou","Mario Laprise Green Party/Parti Vert","Québec, Que./Qc","Retired/Retraité",2005,4.08,,
"Quebec/Québec","Beauport--Limoilou","Jean Bédard Marxist-Leninist/Marxiste-Léniniste","Beauport, Que./Qc","Union Advisor/Conseiller syndical",234,.48,,
"Quebec/Québec","Berthier--Maskinongé","Guy André ** Bloc Québécois/Bloc Québécois","Trois-Rivières, Que./Qc","Parliamentarian/Parlementaire",26191,48.5,      9233,  17.1
"Quebec/Québec","Berthier--Maskinongé","Marie-Claude Godue Conservative/Conservateur","Saint-Léon-le-Grand, Que./Qc","Businesswoman/Femme d'affaires",16958,31.4,,
"Quebec/Québec","Berthier--Maskinongé","Serge Lafrenière Liberal/Libéral","Trois-Rivières, Que./Qc","Financial Planner/Planificateur financier",5605,10.38,,
"Quebec/Québec","Berthier--Maskinongé","Anne-Marie Aubert N.D.P./N.P.D.","Montréal, Que./Qc","Publisher/Éditrice",3319,6.15,,
"Quebec/Québec","Berthier--Maskinongé","Nathalie Gratton Green Party/Parti Vert","Saint-Boniface-de-Shawinigan, Que./Qc","Student of Midwifery/Étudiante (pratique sage-femme)",1925,3.56,,
"Quebec/Québec","Bourassa","Denis Coderre ** Liberal/Libéral","Montréal-Nord, Que./Qc","Parliamentarian/Parlementaire",18705,43.41,      4928,  11.4
"Quebec/Québec","Bourassa","Apraham Niziblian Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","Consultant/Consultant",13777,31.97,,
"Quebec/Québec","Bourassa","Liberato Martelli Conservative/Conservateur","Saint-Léonard, Que./Qc","Clerk/Commis",6830,15.85,,
"Quebec/Québec","Bourassa","Stefano Saykaly N.D.P./N.P.D.","Saint-Léonard, Que./Qc","Office Clerk/Commis de bureau",2237,5.19,,
"Quebec/Québec","Bourassa","François Boucher Green Party/Parti Vert","Montréal, Que./Qc","Unemployed/Sans emploi",1370,3.18,,
"Quebec/Québec","Bourassa","Geneviève Royer Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","Teacher/Enseignante",173,.4,,
"Quebec/Québec","Brome--Missisquoi","Christian Ouellet Bloc Québécois/Bloc Québécois","Lac-Brome, Que./Qc","Architect/Architecte",18596,38.33,      5027,  10.4
"Quebec/Québec","Brome--Missisquoi","Denis Paradis ** Liberal/Libéral","Saint-Armand, Que./Qc","Lawyer/Avocat",13569,27.97,,
"Quebec/Québec","Brome--Missisquoi","David Marler Conservative/Conservateur","Brome, Que./Qc","Lawyer/Avocat",9874,20.35,,
"Quebec/Québec","Brome--Missisquoi","Josianne Jetté N.D.P./N.P.D.","Sherbrooke, Que./Qc","Student/Étudiante",2839,5.85,,
"Quebec/Québec","Brome--Missisquoi","Heward Grafftey PC Party/Parti PC","Montréal, Que./Qc","Lawyer/Avocat",1921,3.96,,
"Quebec/Québec","Brome--Missisquoi","Michel Champagne Green Party/Parti Vert","Bromont, Que./Qc","Farmer/Agriculteur",1721,3.55,,
"Quebec/Québec","Brossard--La Prairie","Marcel Lussier Bloc Québécois/Bloc Québécois","Brossard, Que./Qc","Engineer/Ingénieur",21433,37.17,      1243,   2.2
"Quebec/Québec","Brossard--La Prairie","Jacques Saada ** Liberal/Libéral","Saint-Lambert, Que./Qc","Parliamentarian/Parlementaire",20190,35.01,,
"Quebec/Québec","Brossard--La Prairie","Tenzin D. Khangsar Conservative/Conservateur","Westmount, Que./Qc","Consultant/Consultant",9749,16.91,,
"Quebec/Québec","Brossard--La Prairie","Robert Nicolas N.D.P./N.P.D.","Brossard, Que./Qc","Data Processing Consultant/Conseiller informatique",4301,7.46,,
"Quebec/Québec","Brossard--La Prairie","François Desgroseilliers Green Party/Parti Vert","Brossard, Que./Qc","Community Organizer/Animateur à l'engagement communautaire",1883,3.27,,
"Quebec/Québec","Brossard--La Prairie","Normand Chouinard Marxist-Leninist/Marxiste-Léniniste","Saint-Philippe, Que./Qc","Truck Driver/Camionneur",110,.19,,
"Quebec/Québec","Chambly--Borduas","Yves Lessard ** Bloc Québécois/Bloc Québécois","Saint-Basile-le-Grand, Que./Qc","Parliamentarian/Parlementaire",33703,54.7,     21000,  34.1
"Quebec/Québec","Chambly--Borduas","Yves Bourassa Conservative/Conservateur","Cookshire, Que./Qc","Floor Detective/Détective commercial (sécurité)",12703,20.62,,
"Quebec/Québec","Chambly--Borduas","Chantal Bouchard Liberal/Libéral","Longueuil, Que./Qc","Health Researcher/Chercheuse en santé",6933,11.25,,
"Quebec/Québec","Chambly--Borduas","Alain Dubois N.D.P./N.P.D.","Saint-Bruno, Que./Qc","Human Relations Officer/Agent de relations humaines",5167,8.39,,
"Quebec/Québec","Chambly--Borduas","Olivier Adam Green Party/Parti Vert","Mont-Saint-Hilaire, Que./Qc","Multimedia Producer/Producteur multimédia",3113,5.05,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","Daniel Petit Conservative/Conservateur","Fossambault-sur-le-Lac, Que./Qc","Lawyer/Avocat",20406,41.04,      1372,   2.8
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","Richard Marceau ** Bloc Québécois/Bloc Québécois","Charlesbourg, Que./Qc","Lawyer/Avocat",19034,38.28,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","Valérie Giguère Liberal/Libéral","Québec, Que./Qc","Communications Consultant/Consultante en communications",4364,8.78,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","Isabelle Martineau N.D.P./N.P.D.","Sainte-Foy, Que./Qc","Vice-President/Vice-présidente",3084,6.2,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","Daniel Pelletier Independent/Indépendant","Charlesbourg, Que./Qc","Financial Security Advisor/Conseiller en sécurité financière",1567,3.15,,
"Quebec/Québec","Charlesbourg--Haute-Saint-Charles","Les Parsons Green Party/Parti Vert","Saint-Ferréol-les-Neiges, Que./Qc","Olympic Trainer/Entraîneur olympique",1262,2.54,,
"Quebec/Québec","Châteauguay--Saint-Constant","Carole Freeman Bloc Québécois/Bloc Québécois","Léry, Que./Qc","Lawyer/Avocate",28274,51.38,     17055,  31.0
"Quebec/Québec","Châteauguay--Saint-Constant","Rosaire Turcot Conservative/Conservateur","Saint-Isidore, Que./Qc","Remedial Teacher/Orthopédagogue",11219,20.39,,
"Quebec/Québec","Châteauguay--Saint-Constant","Charles Ghorayeb Liberal/Libéral","Châteauguay, Que./Qc","Businessman/Homme d'affaires",10295,18.71,,
"Quebec/Québec","Châteauguay--Saint-Constant","Ehsan Mohammadian N.D.P./N.P.D.","Saint-Constant, Que./Qc","Billing Manager/Gérant de facturation",2865,5.21,,
"Quebec/Québec","Châteauguay--Saint-Constant","Alain Rioux Green Party/Parti Vert","Greenfield Park, Que./Qc","Truck Driver/Chauffeur camion-remorque",2375,4.32,,
"Quebec/Québec","Chicoutimi--Le Fjord","Robert Bouchard ** Bloc Québécois/Bloc Québécois","Chicoutimi, Que./Qc","Parliamentarian/Parlementaire",19226,38.49,      4645,   9.3
"Quebec/Québec","Chicoutimi--Le Fjord","André Harvey Liberal/Libéral","Chicoutimi, Que./Qc","Retired/Retraité",14581,29.19,,
"Quebec/Québec","Chicoutimi--Le Fjord","Alcide Boudreault Conservative/Conservateur","La Baie, Que./Qc","Financial Advisor/Conseiller financier",12350,24.72,,
"Quebec/Québec","Chicoutimi--Le Fjord","Éric Dubois N.D.P./N.P.D.","Chicoutimi, Que./Qc","Community Organizer/Organisateur communautaire",2571,5.15,,
"Quebec/Québec","Chicoutimi--Le Fjord","Jean-Martin Gauthier Green Party/Parti Vert","Laterrière, Que./Qc","Cook/Cuisinier",1226,2.45,,
"Quebec/Québec","Compton--Stanstead","France Bonsant ** Bloc Québécois/Bloc Québécois","Ascot, Que./Qc","Assistant Engineer, Detail Engineering/Ingénieure adjointe (ingénierie détaillée)",21316,42.77,      9185,  18.4
"Quebec/Québec","Compton--Stanstead","Gary Caldwell Conservative/Conservateur","Martinville, Que./Qc","Farmer/Fermier",12131,24.34,,
"Quebec/Québec","Compton--Stanstead","David Price Liberal/Libéral","Lennoxville, Que./Qc","Consultant/Consultant",11126,22.32,,
"Quebec/Québec","Compton--Stanstead","Stéphane Bürgi N.D.P./N.P.D.","Rock Forest, Que./Qc","Student/Étudiant",3099,6.22,,
"Quebec/Québec","Compton--Stanstead","Gaétan Perreault Green Party/Parti Vert","Lennoxville, Que./Qc","Painter/Renovator/Peintre-Rénovateur",2171,4.36,,
"Quebec/Québec","Drummond","Pauline Picard ** Bloc Québécois/Bloc Québécois","Drummondville, Que./Qc","Parliamentarian/Parlementaire",22575,49.69,     12441,  27.4
"Quebec/Québec","Drummond","Jean-Marie Pineault Conservative/Conservateur","Drummondville, Que./Qc","Annuitant/Rentier",10134,22.3,,
"Quebec/Québec","Drummond","Éric Cardinal Liberal/Libéral","Saint-Cyrille-de-Wendover, Que./Qc","Businessman/Homme d'affaires",7437,16.37,,
"Quebec/Québec","Drummond","François Choquette N.D.P./N.P.D.","Saint-Guillaume, Que./Qc","Teacher/Enseignant",2870,6.32,,
"Quebec/Québec","Drummond","Jean-Benjamin Milot Green Party/Parti Vert","Drummondville, Que./Qc","Student/Étudiant",2418,5.32,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Raynald Blais ** Bloc Québécois/Bloc Québécois","Chandler, Que./Qc","Parliamentarian/Parlementaire",17678,42.69,      4331,  10.5
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Gaston Langlais Conservative/Conservateur","Gaspé, Que./Qc","Professor/Professeur",13347,32.23,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Mario Lévesque Liberal/Libéral","Maria, Que./Qc","Businessman/Homme d'affaires",7977,19.26,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Sylvie Dauphinais N.D.P./N.P.D.","Laval, Que./Qc","Professor/Professeure",1225,2.96,,
"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine","Bob Eichenberger Green Party/Parti Vert","Maria, Que./Qc","Eco-forester/Écoforestier",1183,2.86,,
"Quebec/Québec","Gatineau","Richard Nadeau Bloc Québécois/Bloc Québécois","Gatineau, Que./Qc","Teacher/Enseignant",21093,39.25,      4267,   7.9
"Quebec/Québec","Gatineau","Françoise Boivin ** Liberal/Libéral","Gatineau, Que./Qc","Parliamentarian/Parlementaire",16826,31.31,,
"Quebec/Québec","Gatineau","Patrick Robert Conservative/Conservateur","Gatineau, Que./Qc","Policy Research Officer/Recherchiste politique",9014,16.77,,
"Quebec/Québec","Gatineau","Anne Levesque N.D.P./N.P.D.","Ottawa, Ont.","Student/Étudiante",5354,9.96,,
"Quebec/Québec","Gatineau","Gail Walker Green Party/Parti Vert","Saint-André-Avellin, Que./Qc","Representative/Représentante",1456,2.71,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","Jean-Yves Roy ** Bloc Québécois/Bloc Québécois","Rimouski, Que./Qc","Teacher/Enseignant",15721,46.04,      5564,  16.3
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","Rodrigue Drapeau Conservative/Conservateur","Matane, Que./Qc","Annuitant/Rentier",10157,29.75,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","Kim Leclerc Liberal/Libéral","Saint-Félix-de-Valois, Que./Qc","Student/Étudiant",4463,13.07,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","Stéphane Ricard N.D.P./N.P.D.","Matane, Que./Qc","Company President/Président d'entreprise (importation)",2116,6.2,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","Sarah Desjardins Green Party/Parti Vert","Rimouski, Que./Qc","Student/Étudiante",910,2.67,,
"Quebec/Québec","Haute-Gaspésie--La Mitis--Matane--Matapédia","Yvan Côté Independent/Indépendant","Sainte-Paule, Que./Qc","Occasional Substitute/Suppléant occasionnel",778,2.28,,
"Quebec/Québec","Hochelaga","Réal Ménard ** Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","Political Scientist/Politicologue",25570,55.58,     17638,  38.3
"Quebec/Québec","Hochelaga","Vicky Harvey Liberal/Libéral","Montréal, Que./Qc","Student/Étudiante",7932,17.24,,
"Quebec/Québec","Hochelaga","Audrey Castonguay Conservative/Conservateur","Montréal, Que./Qc","Human Resources/Ressources humaines",5617,12.21,,
"Quebec/Québec","Hochelaga","David-Roger Gagnon N.D.P./N.P.D.","Montréal, Que./Qc","Pastoral Animation Agent for the United Church/Agent d'animation pastoral Église unie",4101,8.91,,
"Quebec/Québec","Hochelaga","Rolf Bramann Green Party/Parti Vert","Montréal, Que./Qc","Freight Forwarder/Agent d'expédition",2235,4.86,,
"Quebec/Québec","Hochelaga","Blair T. Longley Marijuana Party/Parti Marijuana","Montréal, Que./Qc","Party Leader/Chef de parti",332,.72,,
