Geographic code,Geographic name,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016)
24004,Alfred-Pellan,Quebec,24,3.3,00000,Female,51870,8305,33805,9765,1475,50100,8080,33405,8620,1020,100,16,65.2,18.8,2.8,100,16.1,66.7,17.2,2,3.5,2.8,1.2,13.3,44.6
24005,Argenteuil--La Petite-Nation,Quebec,24,3.4,00000,Both sexes,95785,14670,61675,19435,1860,94210,14430,63780,16000,1555,100,15.3,64.4,20.3,1.9,100,15.3,67.7,17,1.7,1.7,1.7,-3.3,21.5,19.6
24005,Argenteuil--La Petite-Nation,Quebec,24,3.4,00000,Male,47945,7530,30885,9530,650,47105,7345,32100,7665,505,100,15.7,64.4,19.9,1.4,100,15.6,68.1,16.3,1.1,1.8,2.5,-3.8,24.3,28.7
24005,Argenteuil--La Petite-Nation,Quebec,24,3.4,00000,Female,47835,7140,30790,9910,1210,47105,7085,31680,8335,1050,100,14.9,64.4,20.7,2.5,100,15,67.3,17.7,2.2,1.5,0.8,-2.8,18.9,15.2
24006,Avignon--La Mitis--Matane--Matapédia,Quebec,24,4.7,00000,Both sexes,71900,10380,44200,17315,2205,74550,10545,49260,14740,1910,100,14.4,61.5,24.1,3.1,100,14.1,66.1,19.8,2.6,-3.6,-1.6,-10.3,17.5,15.4
24006,Avignon--La Mitis--Matane--Matapédia,Quebec,24,4.7,00000,Male,35720,5310,22160,8250,785,36915,5355,24795,6765,600,100,14.9,62,23.1,2.2,100,14.5,67.2,18.3,1.6,-3.2,-0.8,-10.6,22,30.8
24006,Avignon--La Mitis--Matane--Matapédia,Quebec,24,4.7,00000,Female,36180,5075,22040,9065,1415,37635,5190,24470,7975,1310,100,14,60.9,25.1,3.9,100,13.8,65,21.2,3.5,-3.9,-2.2,-9.9,13.7,8
24007,Beauce,Quebec,24,3.6,00000,Both sexes,108745,19330,68925,20490,2685,106340,18110,71520,16705,2150,100,17.8,63.4,18.8,2.5,100,17,67.3,15.7,2,2.3,6.7,-3.6,22.7,24.9
24007,Beauce,Quebec,24,3.6,00000,Male,55030,9975,35540,9515,900,53550,9320,36765,7465,740,100,18.1,64.6,17.3,1.6,100,17.4,68.7,13.9,1.4,2.8,7,-3.3,27.5,21.6
24007,Beauce,Quebec,24,3.6,00000,Female,53715,9355,33390,10975,1790,52785,8790,34755,9245,1405,100,17.4,62.2,20.4,3.3,100,16.7,65.8,17.5,2.7,1.8,6.4,-3.9,18.7,27.4
24008,Beauport--Limoilou,Quebec,24,4.9,00000,Both sexes,96030,12265,63050,20710,3095,92950,10975,64015,17960,2580,100,12.8,65.7,21.6,3.2,100,11.8,68.9,19.3,2.8,3.3,11.8,-1.5,15.3,20
24008,Beauport--Limoilou,Quebec,24,4.9,00000,Male,46030,6160,31645,8230,840,44380,5580,31890,6915,640,100,13.4,68.7,17.9,1.8,100,12.6,71.9,15.6,1.4,3.7,10.4,-0.8,19,31.3
24008,Beauport--Limoilou,Quebec,24,4.9,00000,Female,50000,6105,31410,12480,2255,48570,5395,32130,11050,1935,100,12.2,62.8,25,4.5,100,11.1,66.2,22.8,4,2.9,13.2,-2.2,12.9,16.5
24009,Bécancour--Nicolet--Saurel,Quebec,24,3.7,00000,Both sexes,94590,13490,58560,22535,2930,93780,12915,62020,18845,2255,100,14.3,61.9,23.8,3.1,100,13.8,66.1,20.1,2.4,0.9,4.5,-5.6,19.6,29.9
24009,Bécancour--Nicolet--Saurel,Quebec,24,3.7,00000,Male,47120,6930,29795,10395,900,46395,6565,31385,8435,645,100,14.7,63.2,22.1,1.9,100,14.2,67.6,18.2,1.4,1.6,5.6,-5.1,23.2,39.5
24009,Bécancour--Nicolet--Saurel,Quebec,24,3.7,00000,Female,47470,6565,28765,12140,2030,47385,6345,30630,10405,1610,100,13.8,60.6,25.6,4.3,100,13.4,64.6,22,3.4,0.2,3.5,-6.1,16.7,26.1
24010,Bellechasse--Les Etchemins--Lévis,Quebec,24,4.3,00000,Both sexes,114965,17390,72145,25430,3385,112385,16320,75020,21045,2940,100,15.1,62.8,22.1,2.9,100,14.5,66.8,18.7,2.6,2.3,6.6,-3.8,20.8,15.1
24010,Bellechasse--Les Etchemins--Lévis,Quebec,24,4.3,00000,Male,56490,8880,36145,11465,1070,54925,8325,37420,9180,855,100,15.7,64,20.3,1.9,100,15.2,68.1,16.7,1.6,2.8,6.7,-3.4,24.9,25.1
24010,Bellechasse--Les Etchemins--Lévis,Quebec,24,4.3,00000,Female,58480,8510,36005,13965,2310,57460,8000,37600,11865,2085,100,14.6,61.6,23.9,4,100,13.9,65.4,20.6,3.6,1.8,6.4,-4.2,17.7,10.8
24011,Beloeil--Chambly,Quebec,24,2.9,00000,Both sexes,117340,22590,75925,18830,2075,109955,20385,74725,14845,1730,100,19.3,64.7,16,1.8,100,18.5,68,13.5,1.6,6.7,10.8,1.6,26.8,19.9
24011,Beloeil--Chambly,Quebec,24,2.9,00000,Male,57600,11430,37550,8620,715,53965,10315,36905,6740,575,100,19.8,65.2,15,1.2,100,19.1,68.4,12.5,1.1,6.7,10.8,1.7,27.9,24.3
24011,Beloeil--Chambly,Quebec,24,2.9,00000,Female,59745,11160,38375,10210,1360,55990,10060,37820,8105,1155,100,18.7,64.2,17.1,2.3,100,18,67.5,14.5,2.1,6.7,10.9,1.5,26,17.7
24012,Berthier--Maskinongé,Quebec,24,3.6,00000,Both sexes,100370,15195,63800,21380,2095,98590,14670,66115,17805,1775,100,15.1,63.6,21.3,2.1,100,14.9,67.1,18.1,1.8,1.8,3.6,-3.5,20.1,18
24012,Berthier--Maskinongé,Quebec,24,3.6,00000,Male,50395,7680,32335,10370,755,49550,7420,33670,8455,570,100,15.2,64.2,20.6,1.5,100,15,68,17.1,1.2,1.7,3.5,-4,22.6,32.5
24012,Berthier--Maskinongé,Quebec,24,3.6,00000,Female,49980,7510,31460,11005,1340,49045,7250,32445,9350,1200,100,15,62.9,22,2.7,100,14.8,66.2,19.1,2.4,1.9,3.6,-3,17.7,11.7
24013,Thérèse-De Blainville,Quebec,24,3.1,00000,Both sexes,101840,18095,68640,15105,1675,98500,18855,67715,11930,1185,100,17.8,67.4,14.8,1.6,100,19.1,68.7,12.1,1.2,3.4,-4,1.4,26.6,41.4
24013,Thérèse-De Blainville,Quebec,24,3.1,00000,Male,49600,9210,33730,6655,560,47905,9430,33270,5200,330,100,18.6,68,13.4,1.1,100,19.7,69.4,10.9,0.7,3.5,-2.3,1.4,28,69.7
24013,Thérèse-De Blainville,Quebec,24,3.1,00000,Female,52240,8880,34910,8450,1115,50595,9425,34445,6730,855,100,17,66.8,16.2,2.1,100,18.6,68.1,13.3,1.7,3.3,-5.8,1.3,25.6,30.4
24014,Pierre-Boucher--Les Patriotes--Verchères,Quebec,24,2.7,00000,Both sexes,99785,17525,65030,17230,1645,95325,16615,65330,13375,1130,100,17.6,65.2,17.3,1.6,100,17.4,68.5,14,1.2,4.7,5.5,-0.5,28.8,45.6
24014,Pierre-Boucher--Les Patriotes--Verchères,Quebec,24,2.7,00000,Male,49355,8975,32240,8140,585,47215,8600,32410,6200,335,100,18.2,65.3,16.5,1.2,100,18.2,68.6,13.1,0.7,4.5,4.4,-0.5,31.3,74.6
24014,Pierre-Boucher--Les Patriotes--Verchères,Quebec,24,2.7,00000,Female,50435,8555,32790,9095,1060,48110,8010,32920,7175,795,100,17,65,18,2.1,100,16.6,68.4,14.9,1.7,4.8,6.8,-0.4,26.8,33.3
24015,Bourassa,Quebec,24,4.7,00000,Both sexes,101030,18430,63045,19560,3480,100290,17695,63370,19225,3075,100,18.2,62.4,19.4,3.4,100,17.6,63.2,19.2,3.1,0.7,4.2,-0.5,1.7,13.2
24015,Bourassa,Quebec,24,4.7,00000,Male,47730,9375,30690,7670,1005,46910,8925,30705,7275,795,100,19.6,64.3,16.1,2.1,100,19,65.5,15.5,1.7,1.7,5,0,5.4,26.4
24015,Bourassa,Quebec,24,4.7,00000,Female,53300,9060,32360,11890,2480,53380,8775,32665,11945,2280,100,17,60.7,22.3,4.7,100,16.4,61.2,22.4,4.3,-0.1,3.2,-0.9,-0.5,8.8
24016,Brome--Missisquoi,Quebec,24,4.4,00000,Both sexes,103455,15180,63245,25030,2605,98615,14450,64740,19430,2050,100,14.7,61.1,24.2,2.5,100,14.7,65.6,19.7,2.1,4.9,5.1,-2.3,28.8,27.1
24016,Brome--Missisquoi,Quebec,24,4.4,00000,Male,51460,7790,31635,12030,885,48955,7365,32320,9265,635,100,15.1,61.5,23.4,1.7,100,15,66,18.9,1.3,5.1,5.8,-2.1,29.8,39.4
24016,Brome--Missisquoi,Quebec,24,4.4,00000,Female,52000,7390,31610,13000,1715,49660,7085,32415,10165,1415,100,14.2,60.8,25,3.3,100,14.3,65.3,20.5,2.8,4.7,4.3,-2.5,27.9,21.2
24017,Brossard--Saint-Lambert,Quebec,24,3.3,00000,Both sexes,107585,17215,67080,23290,3155,100825,15470,67060,18300,2220,100,16,62.4,21.6,2.9,100,15.3,66.5,18.2,2.2,6.7,11.3,0,27.3,42.1
24017,Brossard--Saint-Lambert,Quebec,24,3.3,00000,Male,51240,8745,32480,10010,1035,48160,7870,32440,7845,640,100,17.1,63.4,19.5,2,100,16.3,67.4,16.3,1.3,6.4,11.1,0.1,27.6,61.7
24017,Brossard--Saint-Lambert,Quebec,24,3.3,00000,Female,56345,8465,34605,13275,2115,52670,7600,34615,10450,1580,100,15,61.4,23.6,3.8,100,14.4,65.7,19.8,3,7,11.4,0,27,33.9
24018,Rimouski-Neigette--Témiscouata--Les Basques,Quebec,24,4.1,00000,Both sexes,84920,11875,52945,20100,2625,84810,11685,56555,16565,2125,100,14,62.3,23.7,3.1,100,13.8,66.7,19.5,2.5,0.1,1.6,-6.4,21.3,23.5
24018,Rimouski-Neigette--Témiscouata--Les Basques,Quebec,24,4.1,00000,Male,41600,6170,26330,9095,855,41410,6085,28100,7225,620,100,14.8,63.3,21.9,2.1,100,14.7,67.9,17.4,1.5,0.5,1.4,-6.3,25.9,37.9
24018,Rimouski-Neigette--Témiscouata--Les Basques,Quebec,24,4.1,00000,Female,43325,5700,26615,11005,1770,43395,5600,28455,9340,1505,100,13.2,61.4,25.4,4.1,100,12.9,65.6,21.5,3.5,-0.2,1.8,-6.5,17.8,17.6
24019,Charlesbourg--Haute-Saint-Charles,Quebec,24,3.5,00000,Both sexes,107250,17980,68470,20805,2180,103285,15990,69880,17415,1740,100,16.8,63.8,19.4,2,100,15.5,67.7,16.9,1.7,3.8,12.4,-2,19.5,25.3
24019,Charlesbourg--Haute-Saint-Charles,Quebec,24,3.5,00000,Male,52160,9160,33935,9060,715,50035,8200,34325,7505,480,100,17.6,65.1,17.4,1.4,100,16.4,68.6,15,1,4.2,11.7,-1.1,20.7,49
24019,Charlesbourg--Haute-Saint-Charles,Quebec,24,3.5,00000,Female,55095,8820,34530,11745,1460,53255,7790,35555,9905,1265,100,16,62.7,21.3,2.6,100,14.6,66.8,18.6,2.4,3.5,13.2,-2.9,18.6,15.4
24020,Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix,Quebec,24,3.4,00000,Both sexes,93675,14485,59720,19470,2250,92490,14070,62425,15990,1815,100,15.5,63.8,20.8,2.4,100,15.2,67.5,17.3,2,1.3,2.9,-4.3,21.8,24
24020,Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix,Quebec,24,3.4,00000,Male,46720,7415,29970,9330,780,46015,7250,31335,7435,545,100,15.9,64.1,20,1.7,100,15.8,68.1,16.2,1.2,1.5,2.3,-4.4,25.5,43.1
24020,Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix,Quebec,24,3.4,00000,Female,46955,7065,29745,10140,1475,46475,6825,31090,8555,1270,100,15,63.3,21.6,3.1,100,14.7,66.9,18.4,2.7,1,3.5,-4.3,18.5,16.1
24021,Châteauguay--Lacolle,Quebec,24,2.9,00000,Both sexes,97885,17795,63835,16250,1815,92170,16020,62180,13960,1415,100,18.2,65.2,16.6,1.9,100,17.4,67.5,15.1,1.5,6.2,11.1,2.7,16.4,28.3
24021,Châteauguay--Lacolle,Quebec,24,2.9,00000,Male,48570,9175,31940,7455,655,45590,8215,31110,6265,420,100,18.9,65.8,15.3,1.3,100,18,68.2,13.7,0.9,6.5,11.7,2.7,19,56
24021,Châteauguay--Lacolle,Quebec,24,2.9,00000,Female,49320,8630,31895,8795,1155,46580,7810,31075,7695,990,100,17.5,64.7,17.8,2.3,100,16.8,66.7,16.5,2.1,5.9,10.5,2.6,14.3,16.7
24022,Chicoutimi--Le Fjord,Quebec,24,3.7,00000,Both sexes,81640,11485,52130,18025,2345,81490,10820,55435,15240,1830,100,14.1,63.9,22.1,2.9,100,13.3,68,18.7,2.2,0.2,6.1,-6,18.3,28.1
24022,Chicoutimi--Le Fjord,Quebec,24,3.7,00000,Male,40265,5800,26475,7990,740,39995,5530,28065,6395,525,100,14.4,65.8,19.8,1.8,100,13.8,70.2,16,1.3,0.7,4.9,-5.7,24.9,41
24022,Chicoutimi--Le Fjord,Quebec,24,3.7,00000,Female,41375,5685,25655,10035,1605,41500,5290,27370,8840,1305,100,13.7,62,24.3,3.9,100,12.7,66,21.3,3.1,-0.3,7.5,-6.3,13.5,23
24023,Compton--Stanstead,Quebec,24,3.3,00000,Both sexes,105460,19690,67180,18590,1905,101940,18970,68260,14710,1555,100,18.7,63.7,17.6,1.8,100,18.6,67,14.4,1.5,3.5,3.8,-1.6,26.4,22.5
24023,Compton--Stanstead,Quebec,24,3.3,00000,Male,53130,10170,33805,9155,730,51385,9850,34415,7120,520,100,19.1,63.6,17.2,1.4,100,19.2,67,13.9,1,3.4,3.2,-1.8,28.6,40.4
24023,Compton--Stanstead,Quebec,24,3.3,00000,Female,52330,9520,33375,9435,1175,50555,9120,33840,7595,1030,100,18.2,63.8,18,2.2,100,18,66.9,15,2,3.5,4.4,-1.4,24.2,14.1
24024,Dorval--Lachine--LaSalle,Quebec,24,3.7,00000,Both sexes,112870,18305,74390,20170,2965,107060,16850,72515,17700,2395,100,16.2,65.9,17.9,2.6,100,15.7,67.7,16.5,2.2,5.4,8.6,2.6,14,23.8
24024,Dorval--Lachine--LaSalle,Quebec,24,3.7,00000,Male,54235,9330,36530,8375,890,51115,8600,35345,7170,655,100,17.2,67.4,15.4,1.6,100,16.8,69.1,14,1.3,6.1,8.5,3.4,16.8,35.9
24024,Dorval--Lachine--LaSalle,Quebec,24,3.7,00000,Female,58630,8980,37865,11795,2075,55945,8245,37175,10525,1740,100,15.3,64.6,20.1,3.5,100,14.7,66.4,18.8,3.1,4.8,8.9,1.9,12.1,19.3
24025,Drummond,Quebec,24,4.4,00000,Both sexes,103395,17610,66040,19740,2295,98680,16510,65935,16235,2155,100,17,63.9,19.1,2.2,100,16.7,66.8,16.5,2.2,4.8,6.7,0.2,21.6,6.5
24025,Drummond,Quebec,24,4.4,00000,Male,51560,9080,33500,8980,760,49020,8495,33440,7090,640,100,17.6,65,17.4,1.5,100,17.3,68.2,14.5,1.3,5.2,6.9,0.2,26.7,18.8
24025,Drummond,Quebec,24,4.4,00000,Female,51835,8530,32545,10765,1535,49665,8010,32500,9150,1520,100,16.5,62.8,20.8,3,100,16.1,65.4,18.4,3.1,4.4,6.5,0.1,17.7,1
24026,Gaspésie--Les Îles-de-la-Madeleine,Quebec,24,3.7,00000,Both sexes,75850,9070,47455,19325,2195,78830,9650,52690,16490,2025,100,12,62.6,25.5,2.9,100,12.2,66.8,20.9,2.6,-3.8,-6,-9.9,17.2,8.4
24026,Gaspésie--Les Îles-de-la-Madeleine,Quebec,24,3.7,00000,Male,37180,4625,23585,8970,740,38520,4960,26095,7460,695,100,12.4,63.4,24.1,2,100,12.9,67.7,19.4,1.8,-3.5,-6.8,-9.6,20.2,6.5
24026,Gaspésie--Les Îles-de-la-Madeleine,Quebec,24,3.7,00000,Female,38670,4445,23870,10355,1460,40315,4695,26595,9025,1330,100,11.5,61.7,26.8,3.8,100,11.6,66,22.4,3.3,-4.1,-5.3,-10.2,14.7,9.8
24027,Gatineau,Quebec,24,3.7,00000,Both sexes,107465,18215,72400,16845,1740,106420,17555,75320,13550,1320,100,16.9,67.4,15.7,1.6,100,16.5,70.8,12.7,1.2,1,3.8,-3.9,24.3,31.8
24027,Gatineau,Quebec,24,3.7,00000,Male,51890,9310,35270,7315,540,51315,8875,36705,5740,360,100,17.9,68,14.1,1,100,17.3,71.5,11.2,0.7,1.1,4.9,-3.9,27.4,50
24027,Gatineau,Quebec,24,3.7,00000,Female,55570,8905,37135,9535,1195,55105,8675,38615,7815,960,100,16,66.8,17.2,2.2,100,15.7,70.1,14.2,1.7,0.8,2.7,-3.8,22,24.5
24028,Hochelaga,Quebec,24,4.4,00000,Both sexes,106495,13835,75120,17545,2950,103335,12335,73935,17070,2515,100,13,70.5,16.5,2.8,100,11.9,71.5,16.5,2.4,3.1,12.2,1.6,2.8,17.3
24028,Hochelaga,Quebec,24,4.4,00000,Male,52960,7015,38720,7230,930,50860,6185,38095,6585,650,100,13.2,73.1,13.7,1.8,100,12.2,74.9,12.9,1.3,4.1,13.4,1.6,9.8,43.1
24028,Hochelaga,Quebec,24,4.4,00000,Female,53535,6820,36400,10310,2020,52475,6150,35840,10485,1865,100,12.7,68,19.3,3.8,100,11.7,68.3,20,3.6,2,10.9,1.6,-1.7,8.3
24029,Honoré-Mercier,Quebec,24,2.8,00000,Both sexes,103595,17445,65575,20570,2910,102585,16770,67245,18565,2275,100,16.8,63.3,19.9,2.8,100,16.3,65.6,18.1,2.2,1,4,-2.5,10.8,27.9
24029,Honoré-Mercier,Quebec,24,2.8,00000,Male,48995,8850,31595,8550,980,48610,8555,32400,7655,690,100,18.1,64.5,17.5,2,100,17.6,66.7,15.7,1.4,0.8,3.4,-2.5,11.7,42
24029,Honoré-Mercier,Quebec,24,2.8,00000,Female,54600,8595,33980,12020,1930,53975,8215,34850,10915,1580,100,15.7,62.2,22,3.5,100,15.2,64.6,20.2,2.9,1.2,4.6,-2.5,10.1,22.2
24030,Hull--Aylmer,Quebec,24,3.8,00000,Both sexes,105415,17985,71750,15685,2040,103450,16960,73315,13175,1730,100,17.1,68.1,14.9,1.9,100,16.4,70.9,12.7,1.7,1.9,6,-2.1,19.1,17.9
24030,Hull--Aylmer,Quebec,24,3.8,00000,Male,51350,9300,35335,6715,585,49880,8670,35840,5365,500,100,18.1,68.8,13.1,1.1,100,17.4,71.9,10.8,1,2.9,7.3,-1.4,25.2,17
24030,Hull--Aylmer,Quebec,24,3.8,00000,Female,54065,8680,36415,8975,1460,53570,8285,37470,7810,1225,100,16.1,67.4,16.6,2.7,100,15.5,69.9,14.6,2.3,0.9,4.8,-2.8,14.9,19.2
24031,Joliette,Quebec,24,4.9,00000,Both sexes,104140,14915,64765,24460,2780,100685,14215,66585,19880,2305,100,14.3,62.2,23.5,2.7,100,14.1,66.1,19.7,2.3,3.4,4.9,-2.7,23,20.6
24031,Joliette,Quebec,24,4.9,00000,Male,51375,7590,32430,11350,915,49525,7295,33205,9020,675,100,14.8,63.1,22.1,1.8,100,14.7,67,18.2,1.4,3.7,4,-2.3,25.8,35.6
24031,Joliette,Quebec,24,4.9,00000,Female,52765,7325,32335,13105,1865,51165,6920,33385,10860,1625,100,13.9,61.3,24.8,3.5,100,13.5,65.2,21.2,3.2,3.1,5.9,-3.1,20.7,14.8
24032,Jonquière,Quebec,24,3.9,00000,Both sexes,89820,14490,58245,17080,1625,87600,13515,60100,13985,1380,100,16.1,64.8,19,1.8,100,15.4,68.6,16,1.6,2.5,7.2,-3.1,22.1,17.8
24032,Jonquière,Quebec,24,3.9,00000,Male,45105,7405,29615,8080,575,43660,6885,30505,6270,430,100,16.4,65.7,17.9,1.3,100,15.8,69.9,14.4,1,3.3,7.6,-2.9,28.9,33.7
24032,Jonquière,Quebec,24,3.9,00000,Female,44715,7090,28625,9000,1050,43950,6635,29595,7720,945,100,15.9,64,20.1,2.3,100,15.1,67.3,17.6,2.2,1.7,6.9,-3.3,16.6,11.1
24033,La Pointe-de-l'Île,Quebec,24,3.7,00000,Both sexes,106340,15945,71130,19255,2905,103615,14335,71910,17370,2135,100,15,66.9,18.1,2.7,100,13.8,69.4,16.8,2.1,2.6,11.2,-1.1,10.9,36.1
24033,La Pointe-de-l'Île,Quebec,24,3.7,00000,Male,51180,8055,35130,7990,820,49750,7360,35365,7025,560,100,15.7,68.6,15.6,1.6,100,14.8,71.1,14.1,1.1,2.9,9.4,-0.7,13.7,46.4
24033,La Pointe-de-l'Île,Quebec,24,3.7,00000,Female,55160,7890,35995,11265,2080,53860,6975,36545,10335,1575,100,14.3,65.3,20.4,3.8,100,13,67.9,19.2,2.9,2.4,13.1,-1.5,9,32.1
24034,La Prairie,Quebec,24,2.3,20000,Both sexes,105495,20605,71355,13535,1070,99815,19730,69925,10155,740,100,19.5,67.6,12.8,1,100,19.8,70.1,10.2,0.7,5.7,4.4,2,33.3,44.6
24034,La Prairie,Quebec,24,2.3,20000,Male,52320,10605,35360,6350,385,49650,10190,34665,4795,265,100,20.3,67.6,12.1,0.7,100,20.5,69.8,9.7,0.5,5.4,4.1,2,32.4,45.3
24034,La Prairie,Quebec,24,2.3,20000,Female,53180,10000,35990,7190,680,50155,9535,35265,5365,480,100,18.8,67.7,13.5,1.3,100,19,70.3,10.7,1,6,4.9,2.1,34,41.7
24035,Lac-Saint-Jean,Quebec,24,4.0,00000,Both sexes,104910,16615,65825,22470,2675,105785,16350,70470,18965,1940,100,15.8,62.7,21.4,2.5,100,15.5,66.6,17.9,1.8,-0.8,1.6,-6.6,18.5,37.9
24035,Lac-Saint-Jean,Quebec,24,4.0,00000,Male,52595,8485,33610,10510,990,52760,8215,35965,8580,675,100,16.1,63.9,20,1.9,100,15.6,68.2,16.3,1.3,-0.3,3.3,-6.5,22.5,46.7
24035,Lac-Saint-Jean,Quebec,24,4.0,00000,Female,52315,8135,32215,11965,1680,53020,8135,34510,10385,1270,100,15.6,61.6,22.9,3.2,100,15.3,65.1,19.6,2.4,-1.3,0,-6.7,15.2,32.3
24036,Lac-Saint-Louis,Quebec,24,2.8,00000,Both sexes,108580,17635,70955,19990,3660,108795,19045,72845,16905,2965,100,16.2,65.3,18.4,3.4,100,17.5,67,15.5,2.7,-0.2,-7.4,-2.6,18.2,23.4
24036,Lac-Saint-Louis,Quebec,24,2.8,00000,Male,52340,9000,34475,8865,1345,52550,9760,35335,7460,1130,100,17.2,65.9,16.9,2.6,100,18.6,67.2,14.2,2.2,-0.4,-7.8,-2.4,18.8,19
24036,Lac-Saint-Louis,Quebec,24,2.8,00000,Female,56240,8640,36480,11120,2315,56245,9285,37515,9440,1830,100,15.4,64.9,19.8,4.1,100,16.5,66.7,16.8,3.3,0,-6.9,-2.8,17.8,26.5
24037,LaSalle--Émard--Verdun,Quebec,24,4.2,00000,Both sexes,106770,14850,73775,18145,2850,105145,13785,73905,17450,2615,100,13.9,69.1,17,2.7,100,13.1,70.3,16.6,2.5,1.5,7.7,-0.2,4,9
24037,LaSalle--Émard--Verdun,Quebec,24,4.2,00000,Male,51440,7640,36435,7360,835,50085,7010,36270,6800,695,100,14.9,70.8,14.3,1.6,100,14,72.4,13.6,1.4,2.7,9,0.5,8.2,20.1
24037,LaSalle--Émard--Verdun,Quebec,24,4.2,00000,Female,55325,7210,37335,10785,2010,55060,6780,37635,10645,1920,100,13,67.5,19.5,3.6,100,12.3,68.4,19.3,3.5,0.5,6.3,-0.8,1.3,4.7
24038,Laurentides--Labelle,Quebec,24,4.5,20000,Both sexes,113815,14250,70715,28850,2570,111355,14385,74165,22815,2030,100,12.5,62.1,25.3,2.3,100,12.9,66.6,20.5,1.8,2.2,-0.9,-4.7,26.5,26.6
24038,Laurentides--Labelle,Quebec,24,4.5,20000,Male,56425,7295,34915,14205,930,55165,7245,36675,11240,700,100,12.9,61.9,25.2,1.6,100,13.1,66.5,20.4,1.3,2.3,0.7,-4.8,26.4,32.9
24038,Laurentides--Labelle,Quebec,24,4.5,20000,Female,57395,6955,35800,14640,1640,56190,7135,37485,11570,1330,100,12.1,62.4,25.5,2.9,100,12.7,66.7,20.6,2.4,2.1,-2.5,-4.5,26.5,23.3
24039,Laurier--Sainte-Marie,Quebec,24,4.7,00000,Both sexes,111835,10610,87795,13430,1860,107030,9545,85755,11730,1720,100,9.5,78.5,12,1.7,100,8.9,80.1,11,1.6,4.5,11.2,2.4,14.5,8.1
24039,Laurier--Sainte-Marie,Quebec,24,4.7,00000,Male,59865,5455,47925,6485,555,57260,4875,47145,5240,440,100,9.1,80.1,10.8,0.9,100,8.5,82.3,9.2,0.8,4.5,11.9,1.7,23.8,26.1
24039,Laurier--Sainte-Marie,Quebec,24,4.7,00000,Female,51970,5150,39870,6940,1300,49770,4670,38605,6490,1280,100,9.9,76.7,13.4,2.5,100,9.4,77.6,13,2.6,4.4,10.3,3.3,6.9,1.6
24040,Laval--Les Îles,Quebec,24,2.4,00000,Both sexes,108005,19890,70030,18080,2340,103055,19400,68355,15295,1490,100,18.4,64.8,16.7,2.2,100,18.8,66.3,14.8,1.4,4.8,2.5,2.5,18.2,57
24040,Laval--Les Îles,Quebec,24,2.4,00000,Male,52940,10240,34495,8200,880,50515,9945,33670,6900,530,100,19.3,65.2,15.5,1.7,100,19.7,66.7,13.7,1,4.8,3,2.5,18.8,66
24040,Laval--Les Îles,Quebec,24,2.4,00000,Female,55065,9645,35535,9880,1460,52535,9450,34685,8395,960,100,17.5,64.5,17.9,2.7,100,18,66,16,1.8,4.8,2.1,2.5,17.7,52.1
24041,Longueuil--Charles-LeMoyne,Quebec,24,3.0,00000,Both sexes,106580,16985,71350,18245,1705,104890,15355,73305,16230,1430,100,15.9,66.9,17.1,1.6,100,14.6,69.9,15.5,1.4,1.6,10.6,-2.7,12.4,19.2
24041,Longueuil--Charles-LeMoyne,Quebec,24,3.0,00000,Male,52485,8665,35760,8060,555,51185,7680,36455,7055,415,100,16.5,68.1,15.4,1.1,100,15,71.2,13.8,0.8,2.5,12.8,-1.9,14.2,33.7
24041,Longueuil--Charles-LeMoyne,Quebec,24,3.0,00000,Female,54100,8315,35595,10190,1150,53705,7675,36850,9180,1020,100,15.4,65.8,18.8,2.1,100,14.3,68.6,17.1,1.9,0.7,8.3,-3.4,11,12.7
24042,Lévis--Lotbinière,Quebec,24,2.7,00000,Both sexes,113530,22130,74675,16720,1405,107595,20910,74645,12040,1085,100,19.5,65.8,14.7,1.2,100,19.4,69.4,11.2,1,5.5,5.8,0,38.9,29.5
